time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.40069	18.7082	4.92761	3.81313	0.455161	lidar	1.05143	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21144	18.5666	4.9091	3.82415	0.431099	radar	1.39109	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07339	18.409	4.86164	3.85825	0.447123	lidar	2.24542	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.89615	18.236	4.88776	3.90173	0.495052	radar	7.03693	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65493	18.0965	4.93248	3.89894	0.461844	lidar	2.59747	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.484	17.9451	4.90277	3.90852	0.434471	radar	3.37261	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26699	17.7795	4.93738	3.91646	0.417324	lidar	1.19285	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09379	17.5958	4.95642	3.95051	0.446476	radar	2.48185	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90814	17.478	4.93299	3.94812	0.419117	lidar	6.0387	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77092	17.2614	4.94853	4.00292	0.476731	radar	3.30256	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59707	17.0772	4.958	4.02061	0.469363	lidar	0.115763	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42873	16.9095	4.93253	4.02139	0.427207	radar	1.98201	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26255	16.7371	4.92892	4.03357	0.416779	lidar	0.50175	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08945	16.5422	4.93395	4.04074	0.38961	radar	5.06589	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93814	16.3131	4.95806	4.07023	0.400316	lidar	2.34238	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77685	16.1362	4.94025	4.07122	0.367714	radar	1.0912	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57543	15.969	4.95988	4.06179	0.334857	lidar	1.80986	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45395	15.7386	4.98006	4.10726	0.383083	radar	2.08569	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28502	15.5235	5.00894	4.11869	0.37328	lidar	1.02713	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12999	15.3302	5.00537	4.12479	0.355127	radar	0.960736	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.926152	15.1169	5.05703	4.1197	0.327137	lidar	2.99778	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.775752	14.934	5.03013	4.11701	0.294026	radar	2.23872	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.664369	14.7176	5.01611	4.14364	0.308154	lidar	0.33879	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.557264	14.4772	5.03386	4.18371	0.348278	radar	1.82871	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.386345	14.2585	5.06601	4.18446	0.32818	lidar	1.19568	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.277164	14.0092	5.10334	4.22778	0.378782	radar	3.6167	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.245849	13.7572	5.06767	4.28439	0.42348	lidar	3.14045	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.149715	13.5159	5.08689	4.31685	0.446051	radar	1.22053	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0144899	13.2901	5.12099	4.31005	0.41045	lidar	1.91188	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.131965	13.07	5.1063	4.3139	0.382983	radar	0.898007	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.153162	12.8379	5.05956	4.36296	0.420433	lidar	2.82967	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.274254	12.6117	5.04911	4.35848	0.378392	radar	3.66354	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.393303	12.3767	5.0651	4.3628	0.360205	lidar	0.439315	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.521368	12.1666	5.04946	4.35214	0.318573	radar	3.84465	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.603975	11.9438	5.03459	4.36761	0.31857	lidar	0.481777	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.73175	11.7165	5.03893	4.35897	0.283457	radar	2.85323	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.91928	11.4783	5.08945	4.32955	0.22963	lidar	4.27509	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03098	11.2506	5.07042	4.32118	0.191298	radar	2.97077	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.20341	11.0258	5.09865	4.29662	0.150325	lidar	2.263	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28011	10.7807	5.112	4.32604	0.189036	radar	1.34497	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40637	10.5297	5.14055	4.32481	0.176221	lidar	1.09463	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48711	10.2699	5.16547	4.35098	0.207055	radar	1.69599	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59174	10.0566	5.14615	4.35106	0.195401	lidar	1.73062	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68284	9.82502	5.13375	4.35618	0.186252	radar	0.421618	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76304	9.60093	5.11408	4.36641	0.187576	lidar	0.694447	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.86612	9.35258	5.14006	4.37597	0.196596	radar	2.65411	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94323	9.06483	5.17952	4.39477	0.206519	lidar	4.44781	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03359	8.83877	5.1561	4.39178	0.182377	radar	1.6381	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12934	8.58751	5.1699	4.39527	0.175555	lidar	0.242322	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25206	8.33763	5.19412	4.38613	0.153416	radar	3.04656	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30597	8.09914	5.1732	4.40457	0.166346	lidar	0.596991	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37687	7.88063	5.13919	4.40928	0.158586	radar	5.33776	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48712	7.63148	5.15947	4.40342	0.142184	lidar	0.743736	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64961	7.39932	5.17015	4.36068	0.0646656	radar	5.76554	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75201	7.14451	5.18876	4.35976	0.0596864	lidar	0.457071	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81622	6.90714	5.17681	4.37828	0.0866854	radar	1.56022	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8673	6.6902	5.13322	4.39245	0.0979501	lidar	2.46096	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.94154	6.46142	5.10233	4.38497	0.0646031	radar	4.29414	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.99818	6.22128	5.08837	4.39784	0.0755306	lidar	0.520146	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11184	5.97716	5.11037	4.38984	0.0650204	radar	3.12641	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18955	5.70717	5.13659	4.39744	0.0699077	lidar	1.60391	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29845	5.46114	5.14369	4.37742	0.0249557	radar	2.2294	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39156	5.20292	5.16388	4.37713	0.023289	lidar	0.574629	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45962	4.95594	5.16216	4.39041	0.0450347	radar	0.252354	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5673	4.68548	5.20244	4.38595	0.0380108	lidar	2.24119	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67566	4.43512	5.21247	4.3662	-0.00575261	radar	2.29044	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80259	4.17151	5.25269	4.3544	-0.0175796	lidar	2.90996	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88534	3.92923	5.24721	4.36413	0.00615563	radar	1.1078	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9608	3.69154	5.23018	4.36807	0.00954584	lidar	0.521038	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06712	3.47943	5.20047	4.34812	-0.0290581	radar	4.02428	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15838	3.23419	5.2023	4.3475	-0.0281276	lidar	0.0137313	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27238	2.98351	5.22095	4.33234	-0.0552272	radar	0.820487	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35976	2.7138	5.24562	4.3367	-0.0467353	lidar	1.4582	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44741	2.46365	5.24808	4.34168	-0.0329036	radar	0.205576	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54973	2.20294	5.27039	4.34047	-0.0312837	lidar	0.821823	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6611	1.96998	5.26534	4.31455	-0.0872391	radar	3.96478	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77343	1.70328	5.29861	4.31149	-0.0838529	lidar	1.89155	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89715	1.45717	5.31417	4.29305	-0.113216	radar	0.711229	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95977	1.21506	5.28789	4.30068	-0.100748	lidar	4.61498	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0582	0.990423	5.26247	4.29825	-0.09326	radar	0.95658	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12201	0.750607	5.23798	4.3056	-0.0818356	lidar	3.92674	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21257	0.466606	5.28351	4.30977	-0.0779339	radar	5.36724	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28881	0.221929	5.27082	4.31426	-0.069352	lidar	1.47667	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39873	-0.0155734	5.26387	4.31772	-0.0446694	radar	5.96145	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47102	-0.259227	5.24983	4.32423	-0.0354998	lidar	1.61855	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59361	-0.453872	5.2071	4.30219	-0.0654052	radar	4.02431	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73253	-0.647176	5.17237	4.27803	-0.0917398	lidar	3.0449	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84724	-0.873008	5.17524	4.25657	-0.133256	radar	5.34733	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94134	-1.13426	5.19874	4.26331	-0.116037	lidar	1.21187	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02867	-1.39666	5.219	4.2723	-0.0978775	radar	2.69454	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16778	-1.60668	5.20333	4.25235	-0.116906	lidar	1.14835	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31145	-1.83484	5.22941	4.21891	-0.177574	radar	4.18157	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41633	-2.08093	5.23826	4.22067	-0.164085	lidar	0.505816	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56868	-2.28651	5.22273	4.19839	-0.179914	radar	3.03146	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71803	-2.49675	5.21455	4.17845	-0.193876	lidar	0.468352	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8744	-2.70814	5.21548	4.15582	-0.213336	radar	1.12158	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96528	-2.97132	5.23712	4.17279	-0.177752	lidar	2.55241	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09459	-3.19629	5.22985	4.16966	-0.165455	radar	0.230797	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21969	-3.39742	5.202	4.15871	-0.169877	lidar	1.39555	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36529	-3.63938	5.2271	4.15405	-0.163506	radar	4.45012	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52597	-3.79062	5.16794	4.11869	-0.199746	lidar	4.94575	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67068	-3.9995	5.16671	4.10599	-0.2058	radar	0.47456	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82459	-4.2237	5.18224	4.09748	-0.203085	lidar	0.439997	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97545	-4.44071	5.18702	4.08973	-0.198829	radar	0.375834	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13565	-4.67332	5.21302	4.08378	-0.193065	lidar	1.2058	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27486	-4.88348	5.18426	4.08797	-0.163287	radar	2.60137	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40755	-5.10294	5.18302	4.08952	-0.15099	lidar	0.294614	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55366	-5.28212	5.13435	4.08177	-0.142007	radar	4.37095	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74607	-5.47744	5.14637	4.0572	-0.163903	lidar	1.62039	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90378	-5.67804	5.13717	4.05058	-0.158473	radar	0.440092	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06299	-5.86537	5.12478	4.03801	-0.16454	lidar	0.251473	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20083	-6.03598	5.06798	4.03488	-0.150524	radar	7.10052	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38599	-6.14605	5.00741	3.99182	-0.196239	lidar	6.03828	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55904	-6.3315	5.00453	3.98046	-0.196089	radar	0.892291	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.7015	-6.53576	5.00556	3.98556	-0.177321	lidar	0.388196	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92207	-6.6932	5.02476	3.9461	-0.219363	radar	6.63509	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1277	-6.85175	5.02631	3.91761	-0.24131	lidar	0.580186	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3116	-7.01431	5.02421	3.89925	-0.250763	radar	1.10893	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5408	-7.18476	5.05363	3.87082	-0.269941	lidar	3.12226	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7463	-7.32703	5.04922	3.84281	-0.289161	radar	2.01572	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9911	-7.47994	5.07802	3.80857	-0.313074	lidar	3.21783	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1814	-7.62269	5.05366	3.79226	-0.313598	radar	1.37881	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3329	-7.77921	5.02084	3.79455	-0.292269	lidar	3.51962	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5302	-7.90823	4.99765	3.77308	-0.300975	radar	2.05637	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7146	-8.01433	4.95691	3.74868	-0.314067	lidar	3.70935	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9127	-8.13042	4.91323	3.72627	-0.32248	radar	2.50807	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.131	-8.21981	4.89472	3.68918	-0.349193	lidar	1.07927	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3536	-8.34397	4.925	3.66828	-0.352212	radar	2.27355	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5599	-8.42407	4.89417	3.63604	-0.37154	lidar	2.37696	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7719	-8.50976	4.85529	3.60531	-0.389542	radar	2.24839	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0446	-8.59383	4.89039	3.562	-0.417375	lidar	3.37191	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2895	-8.69086	4.91913	3.53735	-0.419071	radar	2.47888	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5126	-8.73689	4.89265	3.4977	-0.443339	lidar	2.24388	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7381	-8.77413	4.84687	3.45187	-0.47985	radar	4.19974	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9603	-8.88559	4.85551	3.44766	-0.455206	lidar	0.743575	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2043	-8.9763	4.89608	3.4375	-0.431127	radar	2.71854	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4241	-9.088	4.89754	3.43813	-0.404095	lidar	0.628604	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.655	-9.1572	4.88907	3.41726	-0.406926	radar	0.2564	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9348	-9.15348	4.9113	3.35825	-0.452583	lidar	1.83268	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1887	-9.22751	4.93463	3.34539	-0.43823	radar	4.45097	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4457	-9.34348	4.96744	3.35256	-0.401389	lidar	5.26696	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6924	-9.37095	4.95015	3.31577	-0.429748	radar	1.89971	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9458	-9.45638	4.96926	3.31376	-0.405293	lidar	2.11548	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.199	-9.46378	4.96264	3.27342	-0.434682	radar	2.26871	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4505	-9.45745	4.96256	3.23441	-0.455404	lidar	0.504793	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6761	-9.45218	4.92955	3.19803	-0.478735	radar	5.24774	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9533	-9.44035	4.95969	3.16074	-0.492872	lidar	1.37412	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2026	-9.50211	4.97334	3.16885	-0.446555	radar	7.91705	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4607	-9.52119	4.98429	3.15275	-0.438552	lidar	0.515679	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7182	-9.50989	4.98675	3.12097	-0.455466	radar	1.68799	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9721	-9.47775	4.99224	3.08701	-0.468306	lidar	0.191995	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2185	-9.43735	4.98327	3.04718	-0.495623	radar	0.706392	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4292	-9.47953	4.94053	3.05423	-0.461	lidar	2.44396	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6667	-9.46528	4.93686	3.04036	-0.444522	radar	1.68952	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9143	-9.45881	4.9373	3.0276	-0.433445	lidar	0.272502	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1462	-9.41878	4.92935	3.00522	-0.430069	radar	3.98557	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.388	-9.30249	4.93985	2.9482	-0.47084	lidar	2.93644	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6233	-9.22313	4.93207	2.90481	-0.503689	radar	1.13736	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.87	-9.10439	4.95243	2.85462	-0.531359	lidar	1.23606	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1059	-9.00425	4.95939	2.81739	-0.541804	radar	4.93563	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.298	-9.11784	4.86345	2.87097	-0.456219	lidar	15.4442	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5377	-9.07262	4.86574	2.86084	-0.437849	radar	1.52876	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7573	-8.98059	4.85941	2.82864	-0.450023	lidar	0.735575	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9983	-8.89781	4.87001	2.80202	-0.457981	radar	2.32282	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.198	-8.82809	4.83632	2.78227	-0.456404	lidar	1.67942	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.431	-8.7368	4.8425	2.7544	-0.467858	radar	1.82146	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6302	-8.7078	4.79317	2.75503	-0.443471	lidar	2.52563	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8249	-8.55384	4.78045	2.68716	-0.521002	radar	6.72873	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0287	-8.48057	4.7563	2.67382	-0.508014	lidar	0.62941	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2389	-8.36846	4.76035	2.6535	-0.493461	radar	1.88259	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4652	-8.27948	4.76504	2.6413	-0.479181	lidar	1.04111	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6592	-8.15488	4.75365	2.60719	-0.49837	radar	1.08979	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8803	-7.93718	4.82024	2.54909	-0.531398	lidar	4.80725	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0715	-7.78428	4.81679	2.50028	-0.578089	radar	3.52696	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2917	-7.61923	4.85393	2.47007	-0.577044	lidar	1.95272	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.491	-7.48101	4.85868	2.46177	-0.535494	radar	1.75762	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6588	-7.33409	4.83715	2.43406	-0.538042	lidar	0.759134	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8486	-7.17613	4.84452	2.41402	-0.523265	radar	0.898428	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0161	-7.07247	4.79513	2.40517	-0.508049	lidar	2.4003	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1828	-6.88989	4.80012	2.36668	-0.529161	radar	1.91041	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
