time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3366	-6.6516	4.8363	2.31504	-0.553922	lidar	3.07013	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5036	-6.47518	4.83713	2.28228	-0.570951	radar	3.45602	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6091	-6.32095	4.77539	2.25067	-0.57864	lidar	5.67679	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7502	-6.12949	4.77371	2.21918	-0.581297	radar	0.324868	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9278	-5.93573	4.80155	2.19932	-0.569421	lidar	2.48111	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0583	-5.73134	4.80305	2.16895	-0.567458	radar	1.86313	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1923	-5.55598	4.78341	2.14753	-0.561488	lidar	0.439438	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3455	-5.37045	4.78663	2.14187	-0.52033	radar	1.32023	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4859	-5.15458	4.80694	2.11671	-0.518004	lidar	0.526994	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6192	-4.97296	4.79194	2.11304	-0.474898	radar	6.45385	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7351	-4.7944	4.76356	2.09416	-0.471571	lidar	0.706469	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8558	-4.58845	4.76483	2.07631	-0.458907	radar	0.219419	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9647	-4.35489	4.78475	2.04698	-0.46452	lidar	0.450454	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0732	-4.13539	4.79046	2.00305	-0.517936	radar	11.0455	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1599	-3.86605	4.83298	1.96357	-0.529978	lidar	2.10058	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2334	-3.63155	4.83582	1.91219	-0.584693	radar	3.54248	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2613	-3.36689	4.84652	1.86044	-0.607844	lidar	4.50557	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3106	-3.12547	4.84887	1.81465	-0.637824	radar	0.518914	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3358	-2.88517	4.84044	1.77227	-0.649399	lidar	1.37677	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3944	-2.6578	4.83444	1.74994	-0.63281	radar	1.38761	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4739	-2.4845	4.78254	1.74021	-0.613877	lidar	5.74015	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5293	-2.2493	4.78582	1.72421	-0.585016	radar	0.995676	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5804	-2.04457	4.75791	1.70451	-0.577105	lidar	1.34173	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6115	-1.8067	4.75823	1.68542	-0.552144	radar	1.98999	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6088	-1.56165	4.76011	1.64768	-0.562602	lidar	1.10983	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6059	-1.32797	4.75447	1.60512	-0.591853	radar	1.71451	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6091	-1.10039	4.74346	1.57565	-0.592447	lidar	0.103031	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6386	-0.871791	4.73915	1.56088	-0.572454	radar	5.19025	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6489	-0.62792	4.74945	1.53776	-0.56603	lidar	0.452184	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.636	-0.387289	4.75661	1.49962	-0.590922	radar	2.20837	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5897	-0.110116	4.79805	1.45978	-0.59912	lidar	2.55266	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5703	0.127807	4.80044	1.43048	-0.603731	radar	1.75183	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5468	0.404648	4.84481	1.4053	-0.595713	lidar	1.89013	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5346	0.641863	4.83963	1.39675	-0.557556	radar	1.76031	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5276	0.913946	4.87726	1.38347	-0.540025	lidar	3.3343	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4901	1.16598	4.8843	1.3768	-0.491857	radar	7.25038	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4335	1.40808	4.88817	1.34997	-0.493965	lidar	0.07514	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3947	1.63149	4.86793	1.33816	-0.469498	radar	8.13612	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3394	1.8534	4.85212	1.31523	-0.469711	lidar	0.220163	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2714	2.08428	4.85092	1.28672	-0.480788	radar	0.227605	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2082	2.29116	4.82261	1.26368	-0.481024	lidar	0.713098	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1455	2.52126	4.81751	1.25334	-0.451722	radar	0.774804	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0673	2.7602	4.82963	1.23151	-0.450411	lidar	0.120985	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9722	2.98213	4.83414	1.1894	-0.495567	radar	2.91756	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8732	3.24647	4.87998	1.16637	-0.491825	lidar	1.73508	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7906	3.47399	4.88145	1.14666	-0.488657	radar	2.14828	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.684	3.68334	4.86994	1.11969	-0.491806	lidar	0.144782	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5671	3.89243	4.86471	1.08868	-0.50305	radar	1.10934	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4975	4.08686	4.82964	1.07646	-0.490975	lidar	3.74324	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3738	4.29147	4.826	1.04742	-0.498133	radar	0.614612	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2154	4.50345	4.84357	1.01143	-0.509075	lidar	2.00842	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0647	4.70153	4.83972	0.987675	-0.492427	radar	8.94787	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9455	4.89901	4.83026	0.967948	-0.487667	lidar	0.443102	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7894	5.0907	4.83137	0.938151	-0.491631	radar	2.30874	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6233	5.29677	4.85393	0.909303	-0.495127	lidar	0.914967	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4517	5.47364	4.85862	0.865363	-0.532195	radar	0.94945	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.265	5.64612	4.86214	0.82829	-0.54319	lidar	1.2351	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0985	5.80997	4.85493	0.792133	-0.563429	radar	3.1971	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9239	5.97259	4.84873	0.761675	-0.56621	lidar	0.0507245	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7787	6.16349	4.83311	0.772181	-0.487634	radar	4.78378	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6099	6.32191	4.82223	0.747598	-0.488437	lidar	0.125048	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4595	6.50138	4.81183	0.745871	-0.44818	radar	1.87984	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2426	6.70379	4.87255	0.723534	-0.445111	lidar	4.20561	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0462	6.84853	4.86395	0.698782	-0.440515	radar	5.54501	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8356	7.01509	4.88977	0.67395	-0.442397	lidar	1.09475	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.624	7.14881	4.8932	0.637379	-0.465463	radar	1.53486	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4379	7.29752	4.88919	0.618774	-0.460604	lidar	0.276012	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2113	7.41767	4.90808	0.567483	-0.516262	radar	2.65034	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0308	7.58061	4.91373	0.558642	-0.497677	lidar	2.14745	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8475	7.74919	4.91122	0.565982	-0.441402	radar	5.80219	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6403	7.89258	4.92078	0.54864	-0.435837	lidar	0.132143	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4483	8.02964	4.9091	0.539488	-0.414918	radar	1.59756	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2151	8.07933	4.87298	0.490031	-0.447612	lidar	4.39982	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0226	8.23826	4.8658	0.50752	-0.37332	radar	6.47226	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8431	8.39041	4.86226	0.508024	-0.352389	lidar	3.07833	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6047	8.49649	4.88571	0.472131	-0.386769	radar	4.35568	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3611	8.62569	4.92055	0.454654	-0.383637	lidar	1.41985	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1606	8.76072	4.90717	0.46349	-0.33169	radar	1.84616	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9578	8.86757	4.89147	0.449862	-0.328898	lidar	0.575884	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7552	8.99364	4.8774	0.456357	-0.285472	radar	1.47824	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5297	9.06856	4.86373	0.430149	-0.298834	lidar	0.698058	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2922	9.17273	4.88452	0.409829	-0.310629	radar	4.35515	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0134	9.25383	4.92488	0.379704	-0.325713	lidar	5.99892	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7941	9.34039	4.91579	0.362461	-0.329524	radar	1.66832	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5436	9.43733	4.94097	0.346917	-0.327927	lidar	0.800858	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2804	9.46395	4.95551	0.288716	-0.39946	radar	5.95606	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0017	9.58166	5.01998	0.280963	-0.38433	lidar	3.95066	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7588	9.66939	5.02023	0.279595	-0.348441	radar	2.88236	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4902	9.77419	5.0646	0.272755	-0.335423	lidar	1.81814	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2455	9.84575	5.0695	0.2563	-0.337532	radar	0.526547	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9795	9.96735	5.11694	0.259531	-0.313957	lidar	2.33119	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.728	10.0289	5.12084	0.241615	-0.317766	radar	0.124309	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4797	10.1408	5.14343	0.245768	-0.295116	lidar	1.71013	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2268	10.2029	5.15077	0.227696	-0.304103	radar	0.668996	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9818	10.2405	5.13697	0.206035	-0.311481	lidar	0.21937	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7347	10.3046	5.13323	0.200527	-0.293474	radar	0.251757	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4997	10.3126	5.10037	0.171655	-0.309779	lidar	1.15891	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2144	10.325	5.13972	0.12748	-0.363597	radar	8.23976	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9529	10.384	5.15663	0.119766	-0.351608	lidar	0.474366	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7043	10.4247	5.13348	0.124134	-0.301444	radar	6.39751	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4507	10.4	5.11459	0.0878751	-0.325633	lidar	1.91606	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1906	10.4259	5.11867	0.0760684	-0.316392	radar	0.649619	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8998	10.5667	5.19139	0.107062	-0.261691	lidar	8.72703	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6437	10.6301	5.18499	0.122889	-0.207709	radar	2.20534	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3856	10.6358	5.17908	0.102701	-0.218823	lidar	0.448203	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1235	10.6608	5.18535	0.0901429	-0.222634	radar	0.263551	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.868	10.7561	5.20158	0.10771	-0.190429	lidar	4.06838	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6048	10.8065	5.20867	0.111285	-0.169441	radar	1.49785	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3578	10.7817	5.18321	0.0830629	-0.191445	lidar	1.7423	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0988	10.8217	5.18205	0.0882107	-0.164053	radar	0.644336	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8495	10.8868	5.18339	0.0969415	-0.14532	lidar	1.96539	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5754	10.9059	5.19965	0.0867834	-0.148999	radar	2.76205	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3374	10.9256	5.17716	0.079389	-0.148931	lidar	0.730217	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0743	10.8556	5.18894	0.00560881	-0.271876	radar	9.87259	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7878	10.8255	5.21154	-0.0200336	-0.284973	lidar	2.88234	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5314	10.822	5.20741	-0.0321067	-0.28146	radar	0.147075	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2916	10.8201	5.18737	-0.0427701	-0.277919	lidar	0.930527	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0375	10.8796	5.16951	-0.00451241	-0.182104	radar	6.66084	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77919	10.9238	5.17701	0.004373	-0.161728	lidar	1.93683	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.53855	10.9107	5.15362	-0.00643821	-0.161427	radar	4.08902	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28033	10.9337	5.15829	-0.00464883	-0.150416	lidar	0.598741	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02807	10.9185	5.14683	-0.0126645	-0.144036	radar	2.75231	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76803	10.9459	5.15439	-0.00786723	-0.130769	lidar	0.882954	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52	10.9079	5.13854	-0.0267228	-0.142626	radar	6.60675	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33034	10.8384	5.05794	-0.05724	-0.168174	lidar	6.55136	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.07446	10.8549	5.05826	-0.0447324	-0.131567	radar	1.37336	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76672	10.885	5.12322	-0.0348678	-0.113365	lidar	4.12753	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50323	10.887	5.12578	-0.0261357	-0.0821199	radar	2.04693	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23447	10.8704	5.1387	-0.033716	-0.0859744	lidar	0.475228	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98911	10.9077	5.12007	-0.00365232	-0.0219534	radar	3.90338	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
